ID,Pred
1,0.9838217
2,0.00039640605
3,8.875476e-06
4,0.999869
5,0.0014655391
6,0.5854583
7,0.9932621
8,0.23242529
9,2.1791418e-05
10,1.0
11,0.0018251697
12,0.022096591
13,0.0126257455
14,1.06678135e-05
15,0.9999577
16,0.0003828616
17,6.878047e-06
18,0.116041735
19,0.5849739
20,0.99078864
21,0.02892143
22,0.0002959114
23,1.724908e-06
24,0.0690287
25,0.00043592197
26,0.8790148
27,0.9999703
28,0.012554735
29,1.0
30,0.9999523
31,0.99332595
32,0.999181
33,9.638986e-07
34,0.00089559256
35,1.0475956e-05
36,0.9973043
37,0.001858195
38,1.6194015e-06
39,0.9999695
40,6.069629e-06
41,0.15711804
42,8.3625366e-08
43,0.00039185482
44,2.782731e-07
45,0.9999974
46,0.9999969
47,0.34988645
48,0.37020123
49,0.021579217
50,0.9995969
51,1.0032036e-06
52,0.9882578
53,0.093464546
54,0.0020169923
55,0.9999274
56,0.9773366
57,0.9860691
58,1.696992e-06
59,0.070273064
60,1.0
61,0.99988484
62,0.9078358
63,0.99849486
64,0.9999815
65,0.9900879
66,0.9999999
67,0.00013545541
68,2.5234493e-07
69,0.2695567
70,0.001216011
71,1.0
72,0.03746579
73,0.95962816
74,0.5587387
75,0.91724706
76,1.6945185e-05
77,0.5121663
78,0.37423465
79,0.9999527
80,0.9341611
81,0.00021060034
82,0.9999733
83,0.9758792
84,0.026119936
85,0.99999905
86,0.07498465
87,0.0001787639
88,0.86901706
89,0.75024235
90,0.43232152
91,1.10794435e-05
92,0.99999917
93,0.99044234
94,0.28728214
95,0.99999404
96,0.99998355
97,0.99999976
98,0.9999999
99,0.995557
100,0.9999268
101,0.77377945
102,0.3516323
103,0.48695698
104,0.0264581
105,6.677311e-05
106,0.9964824
107,0.06373923
108,0.9999809
109,0.14703321
110,1.3763715e-06
111,0.99997234
112,0.9999665
113,0.0007752447
114,0.82778347
115,6.824809e-05
116,0.99494404
117,7.140771e-05
118,0.82598275
119,1.0690972e-05
120,0.99981326
121,0.004077193
122,0.99084723
123,0.99713707
124,0.58636403
125,0.99997354
126,0.99998415
127,0.029178742
128,0.5457028
129,2.4741963e-05
130,0.954181
131,0.0001903734
132,0.9999999
133,0.6917115
134,1.2341904e-05
135,3.758053e-06
136,0.999997
137,0.9995427
138,0.008984031
139,0.96922797
140,0.9999931
141,0.01041247
142,3.824784e-06
143,0.9999932
144,0.99996686
145,0.151193
146,6.5689105e-06
147,0.008159497
148,4.4333815e-06
149,0.9068688
150,0.29590228
151,0.005196603
152,1.0
153,0.009319636
154,0.0030324506
155,0.99934405
156,0.04149932
157,0.0017468609
158,7.129687e-05
159,0.99999547
160,0.0995179
161,0.85910076
162,2.2596523e-10
163,1.0
164,0.76900166
165,0.954546
166,0.008065748
167,0.99999964
168,0.9997489
169,1.4312777e-06
170,0.009420943
171,0.9990717
172,0.99999344
173,0.9945991
174,0.01816992
175,0.9334013
176,0.0016807712
177,0.99999475
178,0.9676491
179,0.092138596
180,0.9999002
181,0.30228826
182,0.98793656
183,0.045412645
184,0.019576892
185,0.92671883
186,0.81836885
187,0.35557476
188,0.9999974
189,0.0013771515
190,0.14257938
191,0.98898286
192,0.65739846
193,0.99760604
194,0.99999964
195,0.9999994
196,2.2201506e-05
197,7.439006e-07
198,0.9963999
199,0.9999268
200,0.99990463
201,0.9999999
202,0.99927956
203,0.9997874
204,0.19025964
205,0.9999999
206,0.22668645
207,0.00023877792
208,1.0892103e-05
209,0.9944898
210,3.258507e-06
211,1.0
212,0.583511
213,3.534896e-06
214,0.42217025
215,0.0017548357
216,0.0068775434
217,0.003707332
218,5.135991e-05
219,0.019707017
220,0.6712256
221,0.2405556
222,0.0006251474
223,1.0
224,0.9964675
225,0.80665874
226,0.9868138
227,0.5895865
228,0.0024055692
229,0.99998593
230,0.9900506
231,0.9960418
232,0.9831581
233,3.5454497e-07
234,0.7445017
235,1.0
236,0.9999956
237,0.010769495
238,1.0
239,0.9999901
240,0.0015307283
241,0.0009288861
242,0.9998659
243,0.8374814
244,0.99999404
245,0.9988716
246,0.87505007
247,0.2582584
248,0.09304402
249,0.7469677
250,0.7367418
251,0.6493452
252,0.0009930223
253,0.6400589
254,0.996698
255,0.0003982638
256,0.9999981
257,0.99630713
258,0.9994511
259,0.0031943105
260,0.027803974
261,2.971066e-05
262,0.012318114
263,0.99994993
264,7.5789685e-05
265,0.009752135
266,0.9936376
267,0.00013497823
268,0.9997743
269,0.00026256734
270,0.9998466
271,0.9989722
272,0.9755288
273,7.135957e-06
274,1.1242869e-05
275,0.00020022356
276,0.0120481355
277,0.9999993
278,0.999673
279,1.4699624e-07
280,0.49276453
281,5.7495e-06
282,1.0
283,0.41349882
284,0.000104329665
285,0.99995923
286,0.103546396
287,0.9999409
288,0.81994385
289,0.99813277
290,0.05935005
291,5.5560815e-08
292,0.9854616
293,0.000378284
294,0.9998946
295,0.0007496682
296,0.020043254
297,0.00090280833
298,0.1410641
299,1.2313349e-05
300,2.3199133e-05
301,0.0005666375
302,0.9999931
303,0.9999999
304,0.9946976
305,0.99922955
306,0.99418074
307,9.793341e-05
308,0.007689598
309,0.90234494
